generations,fitness,ufront,lfront,uback,lback,uleft,lleft,uright,lright
1,-13.132102277517587,0.8085647310370231,1.1957892292933305,1.2750045304815325,1.3465264768847902,2.181091222708453,1.0201638757695863,0.5268251297539748,0.9630964109468716
1,-5.883910749755483,1.2817469281146403,0.7027786502165752,1.433164357058013,1.4522571435265936,0.850181787349951,2.806915848567175,0.8907838369335968,1.1614025945035396
1,-11.977802224462875,0.5058201248710743,1.467260470376804,1.2872169637835187,1.2139940782048815,0.5604678502823164,0.5134325567532121,0.6415349361184357,0.8469186559048587
1,-8.138347276756155,1.2744465171229544,1.4097441957860588,0.5571092918430677,1.431441862067663,0.7156476604194232,1.476138139180793,0.7842566105025996,0.7336575388233544
1,-8.481283893934176,1.1410259573185066,0.6939382708549577,1.4038863302426037,1.3896389088138077,0.6319848992016289,1.388877277539664,0.6439767120498203,0.9776912405266244
1,-8.940916598292393,0.5090823800613042,0.7778527316573504,0.6279051174305115,0.9832434004699662,0.7002367553027985,0.9077945434586902,0.6693885557470479,1.476953355645569
1,-7.013267883478751,1.1825456710221922,1.4104512575442139,1.012955560331597,1.1849817917403604,1.4666458121765387,0.8076067120195125,0.7294733948960125,0.6427245178864366
1,-8.159894223571403,1.2592083871004338,0.7630979964848315,0.5506936013948185,1.286650054106143,2.0440816531723254,0.7903232946338401,1.0109824331017943,0.8096499767210864
1,-8.950050664625257,1.493564423543197,0.8270920205695593,1.2144845824987471,1.0324600249800202,0.7742131169748551,1.2448324794254804,1.1674776545951093,0.6767456277119958
1,-5.724999834934553,1.0735605831942596,0.9104290530222279,0.7982346041188001,0.7132813669066673,0.700525670690237,1.4042487597960813,1.3246988229497316,0.7008490854750888
1,-9.165306634767056,0.8748470760945288,0.9293747047935828,0.5506346234912842,1.1479412714602137,0.8633429979150014,0.5073045273191659,0.8461013847620475,0.8391368807122485
1,-13.684679489124274,0.5355115110038224,1.1531700225656865,1.3294681124824725,1.3566933137150796,1.4133452913782696,1.2989374230985935,1.1376586500711556,1.4461150344609015
1,-9.506696480826845,1.3609559507189584,1.1300257776905758,1.483400140961996,1.3774405707953126,0.6767593390581562,1.2409149824827432,0.6637028204176092,0.5321219636113408
1,-8.885534749426121,0.6731800320078604,1.2241772172659962,0.6247027211896944,0.8758947277015463,0.8322578614776915,0.986239648410932,0.75667129205947,1.0422388634625774
1,-9.745572473975718,1.0132630089247374,1.1321450327846507,0.7057947418772358,1.4931082036318464,1.0316704985639782,1.056383004585752,0.8826319141694126,0.5801730823103605
1,-6.591569961044879,0.5628560126481666,1.2074916036806134,0.6694491092266321,1.1630225720764649,0.9394242959171638,1.305028982723593,1.3484186906297233,0.9782003515447646
1,-6.79885173586944,1.6905128774059717,0.5229440644551838,0.5541054201400055,0.6544569771975607,1.2285716378471272,1.1865966553985263,0.7184530810310807,0.5198561380243286
1,-8.216089071450744,0.5955911096465194,0.6193517063727487,0.6431351570307262,0.6360914508552649,1.4655454299536408,1.0130378230916315,1.336747022836501,0.6114320018686228
1,-9.711929859940028,0.6043983565312424,0.9390809098008572,1.0503396414129011,0.5650574133879588,1.4183844009148545,0.776891760889651,0.8862310311464441,0.5476420895311045
